Exp,Wks,BlueCol,Ind,South,SMSA,Married,Sex,Union,Ed,Black,LWage
41,50,no,0,no,yes,no,female,no,16,no,6.74524
33,51,yes,0,no,no,yes,male,no,12,no,6.14633
34,51,yes,0,no,no,yes,male,no,12,no,6.25383
35,51,yes,0,no,no,yes,male,no,12,no,6.30992
36,47,yes,0,no,no,yes,male,no,12,no,6.35089
37,49,yes,0,no,no,yes,male,no,12,no,6.46147
38,47,no,0,no,no,yes,male,no,12,no,6.50279
39,47,yes,0,no,no,yes,male,no,12,no,6.59715
9,49,no,1,no,yes,yes,male,no,14,no,6.53669
10,49,no,1,no,yes,yes,male,no,14,no,6.55108
11,49,no,1,no,yes,yes,male,no,14,no,6.65929
12,48,no,1,no,yes,yes,male,no,14,no,6.82979
13,46,no,1,no,yes,yes,male,no,14,no,6.85646
14,46,no,1,no,yes,yes,male,no,14,no,6.95655
15,48,no,1,no,yes,yes,male,no,14,no,7.1309
11,36,no,0,no,yes,yes,male,yes,17,no,6.22456
12,36,no,0,no,yes,yes,male,yes,17,no,6.30992
13,37,no,0,no,yes,yes,male,yes,17,no,6.47697
14,38,no,0,no,yes,yes,male,yes,17,no,6.67834
15,35,no,0,no,yes,yes,male,yes,17,no,6.77992
16,35,no,0,no,yes,yes,male,yes,17,no,6.80461
17,36,no,0,no,yes,yes,male,yes,17,no,6.85646
2,50,yes,1,yes,yes,yes,male,no,13,no,5.75257
3,50,yes,1,yes,yes,yes,male,no,13,no,5.85793
4,49,yes,1,yes,yes,yes,male,no,13,no,6.07535
5,49,yes,1,yes,yes,yes,male,no,13,no,8.51719
6,51,yes,1,yes,yes,yes,male,no,13,no,6.51471
7,49,yes,1,yes,yes,yes,male,no,13,no,6.58617
8,48,yes,1,yes,yes,yes,male,no,13,no,6.70319
11,50,yes,0,yes,yes,yes,male,yes,9,no,6.16331
12,51,yes,0,yes,yes,yes,male,yes,9,no,6.2634
13,51,yes,0,yes,yes,yes,male,yes,9,no,6.35437
14,51,yes,0,yes,yes,yes,male,yes,9,no,6.43775
15,51,yes,0,yes,yes,yes,male,yes,9,no,6.47697
16,51,yes,0,yes,yes,yes,male,yes,9,no,6.55108
17,51,yes,0,yes,yes,yes,male,no,9,no,6.40853
18,50,no,0,no,yes,yes,male,no,16,no,6.90575
19,49,no,0,no,yes,yes,male,no,16,no,6.90575
20,49,no,0,no,yes,yes,male,no,16,no,7.25134
21,49,no,0,no,yes,yes,male,no,16,no,7.25134
22,50,no,0,no,yes,yes,male,no,16,no,6.90776
23,47,no,0,no,yes,yes,male,no,16,no,7.23634
24,48,no,0,no,yes,yes,male,no,16,no,7.2724
18,50,yes,0,no,no,yes,male,no,12,no,6.49527
19,50,yes,0,no,no,yes,male,no,12,no,6.60394
20,50,no,0,no,no,yes,male,no,12,no,6.70073
21,49,yes,0,no,no,yes,male,no,12,no,6.58617
22,49,yes,0,no,no,yes,male,no,12,no,6.41836
23,49,yes,0,no,no,yes,male,no,12,no,6.21461
24,49,yes,0,no,no,yes,male,no,12,no,6.62007
3,47,yes,1,no,no,yes,male,yes,8,no,6.45047
4,52,yes,1,no,no,yes,male,yes,8,no,6.67203
5,50,yes,1,no,no,yes,male,yes,8,no,6.56386
6,47,yes,1,no,no,yes,male,yes,8,no,6.60665
7,49,yes,1,no,no,yes,male,yes,8,no,6.83518
8,47,yes,1,no,no,yes,male,yes,8,no,6.86171
9,51,yes,1,no,no,yes,male,yes,8,no,7.06987
27,46,yes,1,no,yes,yes,male,yes,11,no,6.48158
28,48,yes,1,no,yes,yes,male,yes,11,no,6.55393
29,46,yes,1,no,yes,yes,male,yes,11,no,6.61874
30,46,yes,1,no,yes,yes,male,yes,11,no,6.75693
31,46,yes,1,no,yes,yes,male,yes,11,no,6.87626
32,40,yes,1,no,yes,yes,male,yes,11,no,6.99026
33,42,yes,1,no,yes,yes,male,yes,11,no,7.07496
18,48,yes,1,no,no,yes,male,yes,9,no,6.00389
19,44,yes,1,no,no,yes,male,yes,9,no,6.10925
20,41,yes,1,no,no,yes,male,no,9,no,6.23441
21,33,yes,1,no,no,yes,male,no,9,no,6.03548
22,51,yes,1,no,no,yes,male,no,9,no,6.11589
23,38,yes,1,no,no,yes,male,no,9,no,6.19441
24,51,yes,1,no,no,yes,male,no,9,no,6.27099
13,50,yes,1,no,no,yes,male,yes,12,no,6.3315
14,49,yes,1,no,no,yes,male,yes,12,no,6.39359
15,36,yes,1,no,no,yes,male,yes,12,no,6.48464
16,49,yes,1,no,no,yes,male,yes,12,no,6.56948
17,49,yes,1,no,no,yes,male,yes,12,no,6.70319
18,49,yes,1,no,no,yes,male,yes,12,no,6.7901
19,48,yes,1,no,no,yes,male,yes,12,no,6.87626
5,50,yes,0,yes,no,yes,male,no,12,no,6.41182
6,50,yes,0,yes,no,yes,male,no,12,no,6.56526
7,33,yes,0,yes,no,yes,male,yes,12,no,6.59987
8,49,yes,0,yes,no,yes,male,yes,12,no,6.69084
9,49,yes,0,yes,no,yes,male,yes,12,no,6.84055
10,42,yes,0,yes,no,yes,male,yes,12,no,6.93731
11,49,yes,0,yes,no,yes,male,yes,12,no,7.03615
14,36,yes,1,no,yes,yes,male,yes,14,no,6.57508
15,49,no,1,no,yes,yes,male,yes,14,no,6.65157
16,47,no,1,no,yes,yes,male,yes,14,no,6.75577
17,49,no,1,no,yes,yes,male,yes,14,no,6.84055
18,48,no,1,no,yes,yes,male,yes,14,no,6.90675
19,49,yes,1,no,yes,yes,male,yes,14,no,6.68336
20,49,no,1,no,yes,yes,male,yes,14,no,7.06133
8,50,no,0,no,no,yes,male,no,16,no,6.22258
9,50,no,0,no,no,yes,male,no,16,no,6.34564
10,50,no,0,no,no,yes,male,no,16,no,6.42972
11,49,no,0,no,no,yes,male,no,16,no,6.49224
12,48,no,0,no,no,yes,male,no,16,no,6.63595
13,48,no,0,no,no,yes,male,no,16,no,6.65929
14,46,no,0,no,no,yes,male,no,16,no,7.1309
10,49,yes,1,no,no,yes,male,no,12,no,6.30262
11,50,yes,0,no,no,yes,male,yes,12,no,6.35611
12,44,yes,0,no,no,yes,male,yes,12,no,6.4151
13,50,yes,0,no,no,yes,male,yes,12,no,6.49224
14,50,yes,0,no,no,yes,male,yes,12,no,6.62407
15,49,yes,0,no,no,yes,male,yes,12,no,6.79571
16,50,yes,0,no,no,yes,male,yes,12,no,6.97541
10,36,no,0,no,yes,yes,male,no,17,no,5.70711
11,47,no,0,no,no,yes,male,no,17,no,6.39693
12,36,no,0,no,no,yes,male,no,17,no,6.39693
13,47,no,0,no,no,yes,male,no,17,no,6.63463
14,48,no,0,no,no,yes,male,no,17,no,6.62007
15,38,no,0,no,no,yes,male,no,17,no,6.68461
16,48,no,0,no,no,yes,male,no,17,no,6.82979
30,51,no,1,no,no,yes,male,no,17,no,6.90575
31,52,no,1,no,yes,yes,male,no,17,no,6.90575
32,49,no,1,no,no,yes,male,no,17,no,7.67322
33,50,no,1,no,no,yes,male,no,17,no,7.75148
34,49,no,1,no,no,yes,male,no,17,no,7.81883
35,50,no,1,no,no,yes,male,no,17,no,7.6009
36,50,no,1,no,no,yes,male,no,17,no,7.90397
12,43,yes,0,no,no,yes,male,no,12,no,5.99146
13,51,yes,0,no,no,yes,male,no,12,no,5.90263
14,35,yes,0,no,no,no,male,no,12,no,6.55108
15,36,yes,0,no,no,no,male,no,12,no,6.49979
16,50,yes,0,no,no,yes,male,no,12,no,6.21461
17,48,yes,1,no,no,yes,male,no,12,no,6.68461
18,26,yes,0,no,no,yes,male,no,12,no,6.21461
10,38,no,1,no,yes,yes,male,no,15,no,6.35437
11,49,no,1,no,yes,yes,male,no,15,no,6.47697
12,52,no,1,no,yes,yes,male,no,15,no,6.74524
13,48,yes,1,no,yes,yes,male,yes,15,no,6.55108
14,27,no,1,no,yes,yes,male,no,15,no,6.80239
15,50,no,1,no,yes,yes,male,no,15,no,6.57925
16,49,no,1,no,yes,yes,male,no,15,no,6.90776
24,47,yes,1,yes,yes,yes,male,yes,12,no,6.50129
25,47,yes,1,yes,yes,yes,male,yes,12,no,6.57368
26,44,yes,1,yes,yes,yes,male,yes,12,no,6.65544
27,47,yes,1,yes,yes,yes,male,yes,12,no,6.75344
28,47,yes,1,yes,yes,yes,male,yes,12,no,6.84801
29,47,yes,1,yes,yes,yes,male,yes,12,no,6.94312
30,40,yes,1,yes,yes,yes,male,yes,12,no,7.03527
20,50,yes,1,yes,yes,yes,male,no,6,yes,6.09131
21,48,yes,1,yes,yes,yes,male,no,6,yes,6.23637
22,50,yes,1,yes,yes,yes,male,no,6,yes,6.27099
23,50,yes,1,yes,yes,yes,male,no,6,yes,6.47697
24,46,yes,1,yes,yes,yes,male,no,6,yes,6.59578
25,51,yes,1,yes,yes,yes,male,no,6,yes,6.44572
26,46,yes,1,yes,yes,yes,male,no,6,yes,6.77992
6,49,yes,1,yes,yes,yes,male,yes,12,no,6.04025
7,50,yes,1,yes,yes,yes,male,yes,12,no,6.20658
8,50,yes,1,yes,yes,yes,male,yes,12,no,6.27288
9,50,no,1,yes,yes,yes,male,yes,12,no,6.39693
10,50,no,1,yes,yes,yes,male,yes,12,no,6.4708
11,48,yes,1,yes,yes,yes,male,yes,12,no,6.54535
12,49,yes,1,yes,yes,yes,male,yes,12,no,6.68211
13,48,no,1,no,no,yes,male,no,12,no,6.68711
14,50,no,1,no,no,yes,male,no,12,no,6.74524
15,48,no,1,no,no,yes,male,no,12,no,6.85646
16,47,no,1,no,no,yes,male,no,12,no,6.95655
17,48,no,1,no,no,yes,male,no,12,no,7.04752
18,48,no,1,no,no,yes,male,no,12,no,7.0934
19,47,no,1,no,no,yes,male,no,12,no,7.1309
12,49,no,0,yes,yes,no,female,no,16,no,6.55108
13,49,no,0,yes,yes,no,female,no,16,no,6.55108
14,50,no,0,yes,yes,no,female,no,16,no,6.80239
15,49,no,0,yes,yes,no,female,no,16,no,6.85646
16,50,no,0,yes,yes,no,female,no,16,no,6.86693
17,46,no,0,yes,yes,no,female,no,16,no,7.00307
18,47,no,0,yes,yes,no,female,no,16,no,7.1309
3,33,yes,0,no,yes,yes,male,yes,14,no,6.18826
4,50,yes,0,no,yes,yes,male,yes,14,no,6.60665
5,37,yes,0,no,yes,yes,male,yes,14,no,6.68461
6,42,yes,0,no,yes,yes,male,yes,14,no,6.76849
7,32,yes,0,no,yes,yes,male,yes,14,no,6.86066
8,47,yes,0,no,no,yes,male,yes,14,no,6.96602
9,48,yes,0,no,no,yes,male,yes,14,no,7.00307
35,50,no,0,yes,yes,yes,male,no,15,no,6.2634
36,50,no,0,yes,yes,yes,male,no,15,no,6.29157
37,50,no,0,yes,yes,yes,male,no,15,no,6.39693
38,50,no,0,yes,yes,yes,male,no,15,no,6.39693
39,50,no,0,yes,yes,yes,male,no,15,no,6.57786
40,50,no,0,yes,yes,yes,male,no,15,no,6.62007
41,50,no,0,yes,yes,yes,male,no,15,no,6.68461
22,48,no,0,no,yes,yes,male,no,12,no,6.55108
23,47,no,0,no,yes,yes,male,no,12,no,6.68461
24,47,no,0,no,yes,yes,male,no,12,no,6.55108
25,47,no,0,no,yes,yes,male,no,12,no,6.82871
26,47,no,0,no,yes,yes,male,no,12,no,6.80239
27,47,no,0,no,yes,yes,male,no,12,no,7.13648
28,47,no,0,yes,no,yes,male,no,12,no,7.18311
10,39,yes,0,yes,yes,no,female,no,12,yes,5.93225
11,39,yes,0,yes,yes,no,female,no,12,yes,6.19644
12,41,yes,0,yes,yes,no,female,no,12,yes,6.23637
13,37,no,0,yes,yes,no,female,no,12,yes,6.30992
14,37,no,0,yes,yes,no,female,yes,12,yes,6.44254
15,36,yes,0,yes,yes,no,female,no,12,yes,6.10925
16,36,yes,0,yes,yes,no,female,no,12,yes,6.21461
31,48,no,1,no,yes,yes,male,no,10,no,6.62007
32,48,yes,1,no,yes,yes,male,no,10,no,6.68461
33,48,yes,1,no,yes,yes,male,yes,10,no,6.7334
34,49,yes,1,no,yes,yes,male,yes,10,no,6.81892
35,48,yes,1,no,yes,yes,male,no,10,no,6.87213
36,50,yes,1,no,yes,yes,male,no,10,no,6.96602
37,49,yes,1,no,yes,yes,male,no,10,no,7.04316
38,49,yes,1,no,yes,yes,male,no,15,no,6.42162
39,48,yes,1,no,yes,yes,male,no,15,no,6.47697
40,48,no,1,no,yes,yes,male,no,15,no,6.55108
41,48,no,1,no,yes,yes,male,no,15,no,6.68461
42,48,no,1,no,yes,yes,male,no,15,no,6.68461
43,48,yes,1,no,yes,yes,male,no,15,no,6.80239
44,48,no,1,no,yes,yes,male,no,15,no,6.90776
35,45,no,0,no,yes,yes,male,no,17,no,6.75926
36,36,no,0,no,yes,yes,male,no,17,no,6.81344
37,36,no,0,no,yes,yes,male,no,17,no,6.86693
38,35,no,0,no,yes,yes,male,no,17,no,6.85118
39,35,no,0,no,yes,yes,male,no,17,no,6.9489
40,35,no,0,no,yes,yes,male,no,17,no,7.06476
41,36,no,0,no,yes,yes,male,no,17,no,7.11477
38,46,yes,1,no,yes,yes,male,no,11,no,6.88959
39,49,yes,1,no,yes,yes,male,yes,11,no,6.90575
40,43,yes,1,no,yes,yes,male,no,11,no,6.90776
41,48,yes,1,no,yes,yes,male,yes,11,no,7.00307
42,47,yes,1,no,yes,yes,male,yes,11,no,7.1309
43,48,yes,1,no,yes,yes,male,yes,11,no,7.10824
44,47,yes,1,no,yes,yes,male,no,11,no,7.09008
36,30,yes,0,yes,yes,no,female,no,12,yes,5.61313
37,48,yes,0,yes,yes,no,female,no,12,yes,5.82008
38,49,yes,0,yes,yes,no,female,no,12,yes,5.76205
39,46,yes,0,yes,yes,no,female,no,12,yes,5.8999
40,47,yes,0,yes,yes,no,female,no,12,yes,5.95842
41,46,yes,0,yes,yes,no,female,no,12,yes,6.17379
42,48,yes,0,yes,yes,no,female,no,12,yes,6.10256
6,49,yes,0,no,yes,yes,male,yes,12,no,6.44572
7,47,yes,0,no,yes,yes,male,yes,12,no,6.62007
8,50,yes,0,no,yes,yes,male,yes,12,no,6.59987
9,46,yes,0,no,yes,yes,male,yes,12,no,6.63332
10,48,yes,0,no,yes,yes,male,yes,12,no,6.83518
11,48,yes,0,no,yes,yes,male,yes,12,no,6.99942
12,48,yes,0,no,yes,yes,male,yes,12,no,6.90776
35,50,yes,1,yes,no,yes,male,no,5,no,6.33328
36,51,yes,1,yes,no,yes,male,no,5,no,5.85793
37,51,yes,1,yes,no,yes,male,no,5,no,6.39526
38,50,yes,1,yes,no,yes,male,no,5,no,6.10925
39,43,yes,1,yes,no,yes,male,no,5,no,6.10925
40,51,yes,1,yes,no,yes,male,no,5,no,6.10925
41,49,yes,1,yes,no,yes,male,no,5,no,6.39693
24,42,no,0,yes,yes,yes,female,no,16,no,6.39526
25,50,no,0,yes,yes,yes,female,no,16,no,6.43615
26,47,no,0,yes,yes,yes,female,no,16,no,6.49224
27,45,no,0,yes,yes,yes,female,no,16,no,6.73102
28,49,no,0,yes,yes,yes,female,no,16,no,6.74524
29,46,no,0,yes,yes,yes,female,no,16,no,7.04229
30,48,no,0,yes,yes,yes,female,no,16,no,7.09008
28,50,no,1,yes,no,yes,male,no,14,no,6.30992
29,49,yes,0,yes,no,yes,male,no,14,no,6.53669
30,50,yes,0,yes,no,yes,male,no,14,no,6.46147
31,48,yes,0,yes,no,yes,male,no,14,no,6.57925
32,52,no,0,yes,no,yes,male,no,14,no,6.8977
33,50,no,0,yes,no,yes,male,no,14,no,6.42487
34,47,yes,0,yes,no,yes,male,no,14,no,6.91473
4,49,yes,0,yes,yes,yes,male,no,12,no,6.65286
5,52,no,0,yes,yes,yes,male,no,12,no,6.77422
6,52,no,0,yes,yes,yes,male,no,12,no,6.90776
7,50,no,0,yes,yes,yes,male,no,12,no,6.96885
8,51,no,0,yes,yes,yes,male,no,12,no,6.96224
9,50,no,0,yes,yes,yes,male,no,12,no,7.10824
10,50,no,0,yes,yes,yes,male,no,12,no,7.39326
9,49,yes,0,no,yes,no,female,yes,12,no,5.98645
10,49,yes,0,no,yes,no,female,yes,12,no,5.95584
11,49,yes,0,no,yes,no,female,yes,12,no,6.18415
12,48,yes,0,no,yes,no,female,yes,12,no,6.19236
13,47,yes,0,no,yes,no,female,yes,12,no,6.62539
14,47,yes,0,no,yes,no,female,yes,12,no,6.62007
15,47,yes,0,no,yes,no,female,yes,12,no,6.80239
9,51,no,0,no,no,no,female,no,12,no,5.88332
10,50,no,0,no,no,no,female,no,12,no,5.8861
11,49,no,0,no,no,no,female,no,12,no,5.93489
12,48,no,0,no,no,no,female,no,12,no,6.07993
13,49,no,0,no,no,no,female,no,12,no,6.07993
14,47,no,0,no,no,no,female,no,12,no,6.08222
15,48,no,0,no,no,no,female,no,12,no,6.2634
28,23,no,0,no,yes,yes,male,yes,12,no,6.57647
29,42,no,0,no,yes,yes,male,yes,12,no,6.66441
30,47,no,0,no,yes,yes,male,yes,12,no,6.73697
31,47,no,0,no,yes,yes,male,yes,12,no,6.80793
32,47,no,0,no,yes,yes,male,yes,12,no,6.80793
33,47,no,0,no,yes,yes,male,yes,12,no,6.91771
34,47,no,0,no,yes,yes,male,yes,12,no,7.04141
7,48,no,0,no,yes,yes,male,no,17,no,6.90575
8,48,no,0,no,yes,yes,male,no,17,no,6.90575
9,49,no,0,no,yes,yes,male,no,17,no,7.24566
10,48,no,1,no,yes,yes,male,no,17,no,7.37776
11,49,no,1,no,yes,yes,male,no,17,no,7.47307
12,48,no,1,no,yes,yes,male,no,17,no,7.57558
13,49,no,1,no,yes,yes,male,no,17,no,7.67322
31,48,no,1,no,yes,yes,male,no,9,no,6.4552
32,48,no,1,no,yes,yes,male,no,9,no,6.5582
33,47,no,1,no,yes,yes,male,no,9,no,6.66313
34,48,no,1,no,yes,yes,male,yes,9,no,6.84588
35,48,no,1,no,yes,yes,male,no,9,no,6.9256
36,48,no,1,no,yes,yes,male,no,9,no,7.13648
37,47,no,1,no,yes,yes,male,no,9,no,7.27031
27,45,no,1,no,yes,yes,male,no,12,no,6.90575
28,47,no,1,no,yes,yes,male,no,12,no,6.90575
29,46,no,1,no,yes,yes,male,yes,12,no,7.18539
30,46,no,1,no,yes,yes,male,no,12,no,7.24423
31,46,no,1,no,yes,yes,male,no,12,no,7.31122
32,45,no,1,no,yes,yes,male,no,12,no,7.37588
33,43,no,1,no,yes,yes,male,no,12,no,7.19519
19,49,no,0,no,yes,yes,male,no,17,no,6.90575
20,46,no,1,no,yes,yes,male,no,17,no,6.90575
21,50,no,0,no,yes,no,male,no,17,no,7.6009
22,47,no,0,no,yes,no,male,no,17,no,7.71869
23,50,no,1,no,yes,yes,male,no,17,no,7.74066
24,49,no,1,no,yes,yes,male,no,17,no,7.6009
25,48,no,1,no,yes,yes,male,no,17,no,7.6811
17,49,no,1,no,yes,yes,male,yes,11,yes,6.16331
18,50,no,1,no,yes,yes,male,yes,11,yes,6.30992
19,50,no,1,no,yes,yes,male,yes,11,yes,6.30445
20,50,no,1,no,yes,yes,male,yes,11,yes,6.62007
21,49,no,1,no,yes,yes,male,yes,11,yes,6.47697
22,49,no,1,no,yes,yes,male,yes,11,yes,6.55108
23,49,no,1,no,yes,yes,male,yes,11,yes,6.47697
22,38,no,0,no,yes,yes,male,yes,17,no,6.90575
23,44,no,0,no,yes,yes,male,yes,17,no,6.90575
24,42,no,0,no,yes,yes,male,yes,17,no,6.57925
25,37,no,0,no,yes,yes,male,yes,17,no,7.04752
26,39,no,0,no,yes,yes,male,yes,17,no,7.09008
27,36,no,0,no,yes,yes,male,yes,17,no,7.32251
28,40,no,0,no,yes,yes,male,yes,17,no,7.31322
18,38,no,0,no,no,yes,male,no,17,no,6.77422
19,39,no,0,no,no,yes,male,no,17,no,6.88755
20,36,no,0,no,no,yes,male,no,17,no,6.90776
21,37,no,0,no,no,yes,male,no,17,no,6.96508
22,39,no,0,no,no,yes,male,no,17,no,6.95655
23,39,no,0,no,no,yes,male,no,17,no,7.19669
24,36,no,0,no,no,yes,male,no,17,no,7.1309
27,48,no,1,yes,yes,yes,male,no,16,no,6.90575
28,47,no,1,yes,yes,yes,male,no,16,no,6.90575
29,49,no,1,yes,yes,yes,male,no,16,no,7.84385
30,48,no,1,yes,yes,yes,male,no,16,no,7.93737
31,48,no,1,yes,yes,yes,male,no,16,no,8.10168
32,35,no,1,yes,yes,yes,male,no,16,no,7.91936
33,25,no,1,yes,yes,no,male,no,16,no,8.02027
3,51,yes,0,yes,yes,yes,male,no,12,no,6.13988
4,49,no,0,yes,yes,yes,male,no,12,no,6.56667
5,50,no,0,yes,yes,yes,male,no,12,no,6.65157
6,50,no,0,yes,yes,yes,male,no,12,no,6.83303
7,49,no,0,yes,yes,yes,male,no,12,no,6.97167
8,48,no,0,yes,yes,yes,male,no,12,no,7.07834
9,49,no,0,yes,yes,yes,male,no,12,no,7.19669
37,40,yes,0,yes,yes,yes,male,yes,11,no,6.55108
38,38,yes,0,yes,yes,yes,male,yes,11,no,6.68711
39,46,yes,0,yes,yes,yes,male,no,11,no,6.75227
40,46,yes,0,yes,yes,yes,male,yes,11,no,6.81344
41,46,yes,0,yes,yes,yes,male,yes,11,no,6.96035
42,44,no,0,yes,yes,yes,male,yes,11,no,7.02019
43,43,yes,0,yes,yes,yes,male,yes,11,no,7.08171
23,49,yes,1,no,no,yes,male,no,8,no,5.92693
24,49,yes,1,no,no,yes,male,no,8,no,5.99146
25,48,yes,1,no,no,yes,male,yes,8,no,6.57368
26,51,yes,1,no,no,yes,male,yes,8,no,6.66568
27,47,yes,1,no,no,yes,male,yes,8,no,6.69703
28,44,yes,1,no,no,yes,male,yes,8,no,6.82002
29,50,yes,1,no,no,yes,male,yes,8,no,6.94505
5,50,no,0,yes,yes,yes,male,no,14,no,6.43775
6,49,no,0,yes,yes,yes,male,no,14,no,6.57368
7,49,no,0,yes,yes,yes,male,no,14,no,6.65286
8,48,no,0,yes,yes,yes,male,no,14,no,6.82655
9,49,no,0,yes,yes,yes,male,no,14,no,6.90776
10,48,no,0,yes,yes,yes,male,no,14,no,7.03615
11,48,no,0,yes,yes,yes,male,no,14,no,7.04229
30,47,no,1,no,yes,yes,male,no,17,no,6.90575
31,48,no,1,no,yes,yes,male,no,17,no,6.90575
32,45,no,1,no,yes,yes,male,no,17,no,8.16052
33,47,no,1,no,yes,yes,male,no,17,no,8.00637
34,47,no,1,no,yes,yes,male,no,17,no,8.05516
35,47,no,1,no,yes,yes,male,no,17,no,7.94591
36,47,no,1,no,yes,yes,male,no,17,no,7.9831
21,49,yes,1,no,yes,yes,male,yes,12,yes,6.50429
22,47,yes,1,no,yes,yes,male,yes,12,yes,6.55108
23,48,yes,1,no,yes,yes,male,yes,12,yes,6.64509
24,49,yes,1,no,yes,yes,male,yes,12,yes,6.64639
25,49,yes,1,no,yes,yes,male,yes,12,yes,6.90776
26,46,yes,1,no,yes,yes,male,yes,12,yes,7.01392
27,49,yes,1,no,yes,yes,male,yes,12,yes,7.09008
7,47,no,0,yes,yes,yes,male,no,12,no,5.76832
8,50,no,0,yes,yes,yes,male,no,12,no,5.8999
9,50,yes,0,yes,yes,yes,male,yes,12,no,6.608
10,51,yes,0,yes,yes,yes,male,yes,12,no,6.84588
11,49,yes,0,yes,yes,yes,male,no,12,no,6.08677
12,51,yes,0,no,no,yes,male,no,12,no,6.30992
13,51,yes,0,no,no,yes,male,no,12,no,6.30992
4,50,yes,1,no,yes,yes,male,no,12,no,6.39024
5,50,yes,1,no,yes,yes,male,no,12,no,6.49072
6,50,yes,1,no,yes,yes,male,no,12,no,6.61874
7,50,yes,1,no,yes,yes,male,no,12,no,6.80572
8,50,yes,1,no,yes,yes,male,no,12,no,6.90375
9,51,yes,1,no,yes,yes,male,no,12,no,6.98101
10,50,yes,1,no,yes,yes,male,no,12,no,7.06219
16,44,yes,1,no,yes,yes,male,yes,12,no,6.34564
17,49,yes,1,no,yes,yes,male,yes,12,no,6.51471
18,46,yes,1,no,yes,yes,male,yes,12,no,6.57925
19,48,yes,1,no,yes,yes,male,yes,12,no,6.63332
20,48,yes,1,no,yes,yes,male,yes,12,no,6.80239
21,48,yes,1,no,yes,yes,male,yes,12,no,6.88755
22,48,yes,1,no,yes,yes,male,yes,12,no,7.0076
16,40,no,0,no,no,yes,male,yes,16,no,6.49072
17,36,no,0,no,no,yes,male,yes,16,no,6.51471
18,39,no,0,no,no,yes,male,no,16,no,6.55108
19,35,no,0,no,no,yes,male,yes,16,no,6.70808
20,38,no,0,no,no,yes,male,yes,16,no,6.82002
21,37,no,0,no,no,yes,male,yes,16,no,6.4599
22,36,no,0,no,no,yes,male,yes,16,no,6.99118
36,48,yes,1,no,no,yes,male,yes,10,no,5.98141
37,49,yes,1,no,no,yes,male,yes,10,no,5.98141
38,40,yes,1,no,no,yes,male,yes,10,no,6.10925
39,48,yes,1,no,no,yes,male,yes,10,no,6.21461
40,49,yes,1,no,no,yes,male,yes,10,no,6.25767
41,39,yes,1,no,no,yes,male,yes,10,no,6.32436
42,48,yes,1,no,no,yes,male,yes,10,no,6.43294
28,48,no,1,no,yes,yes,male,no,12,no,6.90575
29,48,no,1,no,yes,yes,male,no,12,no,6.90575
30,49,no,1,no,yes,yes,male,no,12,no,7.24423
31,48,no,1,no,yes,yes,male,no,12,no,6.95655
32,47,no,1,no,yes,yes,male,no,12,no,7.00307
33,46,no,1,no,yes,yes,male,no,12,no,7.17319
34,48,no,1,no,yes,yes,male,no,12,no,7.1309
5,49,no,0,no,yes,no,female,no,17,no,5.4161
6,52,no,0,no,yes,no,female,no,17,no,5.48064
7,20,no,0,no,yes,no,female,no,17,no,6.21461
8,50,no,0,no,yes,no,female,no,17,no,6.25383
9,49,no,0,no,yes,no,female,no,17,no,6.34388
10,48,no,0,yes,yes,no,female,no,17,no,7.17012
11,51,no,0,yes,yes,no,female,no,17,no,7.21671
20,52,yes,0,yes,no,yes,male,no,10,no,6.58617
21,52,yes,0,yes,no,yes,male,no,10,no,6.66185
22,51,yes,0,yes,no,yes,male,no,10,no,6.81344
23,51,yes,0,yes,no,yes,male,no,10,no,6.86171
24,52,yes,0,yes,no,yes,male,no,10,no,7.06902
25,52,yes,0,yes,no,yes,male,no,10,no,7.0775
26,51,yes,0,yes,no,yes,male,no,10,no,7.1107
15,49,yes,1,no,no,yes,male,yes,12,no,6.12249
16,49,yes,1,no,no,yes,male,yes,12,no,6.16542
17,49,yes,1,no,no,yes,male,yes,12,no,6.21661
18,42,yes,1,no,no,yes,male,yes,12,no,6.56526
19,34,yes,1,no,no,yes,male,yes,12,no,6.62007
20,47,yes,1,no,no,yes,male,yes,12,no,6.69332
21,47,yes,0,no,no,yes,male,yes,12,no,6.80239
20,49,no,1,no,yes,no,female,no,13,no,6.43775
21,47,no,1,no,yes,no,female,no,13,no,6.39693
22,48,no,1,no,yes,no,female,no,13,no,6.4708
23,47,no,1,no,yes,no,female,no,13,no,6.74524
24,48,no,1,no,yes,no,female,no,13,no,6.77422
25,47,no,1,no,yes,no,female,no,13,no,6.7901
26,47,yes,1,no,yes,no,female,no,13,no,6.7901
32,48,no,0,no,yes,yes,male,no,17,no,6.90575
33,49,no,0,no,yes,yes,male,no,17,no,6.90575
34,49,no,0,no,yes,yes,male,no,17,no,5.01728
35,50,no,0,no,yes,yes,male,no,17,no,7.37776
36,48,no,0,no,yes,yes,male,no,17,no,7.46737
37,47,no,0,no,yes,yes,male,no,17,no,7.37776
38,49,no,0,no,yes,yes,male,no,17,no,7.33106
12,47,yes,0,no,yes,yes,male,no,12,no,6.62007
13,50,yes,0,no,yes,yes,male,no,12,no,6.55108
14,51,yes,0,no,yes,yes,male,no,12,no,6.55108
15,46,no,0,yes,yes,yes,male,no,12,no,5.87212
16,52,no,0,yes,yes,yes,male,no,12,no,6.9256
